,epoch_nums,epochs,eta_decay,eta_initial,final_acc_test,final_cost_test,final_t_accuracy,final_t_cost,final_v_accuracy,final_v_cost,hidden_size,lamda,plot,rho,t_accuracy,t_cost,v_accuracy,v_cost 
0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",30,0.95,0.35,0.4853,1.6650143253207343,0.49902,1.6343331317354077,0.49902,1.6343331317354077,50,0.005,plotresults/final.png,0.9,"[0.31903999999999999, 0.37737999999999999, 0.39173999999999998, 0.41142000000000001, 0.42046, 0.43515999999999999, 0.44475999999999999, 0.45141999999999999, 0.45906000000000002, 0.46357999999999999, 0.46766000000000002, 0.47270000000000001, 0.47361999999999999, 0.47858000000000001, 0.48092000000000001, 0.48283999999999999, 0.48562, 0.48698000000000002, 0.48824000000000001, 0.49075999999999997, 0.49330000000000002, 0.49214000000000002, 0.49484, 0.49684, 0.49636000000000002, 0.49736000000000002, 0.49808000000000002, 0.49925999999999998, 0.50022, 0.49902000000000002]","[2.4750951903492089, 2.2583312513279887, 2.1287049493883838, 2.0153082347637414, 1.9253434446471838, 1.8559058943883484, 1.8024790229271979, 1.7637782499990615, 1.7358033081958106, 1.7134746163989829, 1.6988159115139987, 1.6871019655448358, 1.6796138902945235, 1.6716469365017681, 1.6669690098718044, 1.6615213413095653, 1.6575474120939355, 1.6533820531368846, 1.6509400627361552, 1.6478029478393603, 1.6458412309114767, 1.6433353601717622, 1.6421481490196554, 1.6403800224991021, 1.6386420418949008, 1.6376940850577786, 1.6363308656727096, 1.6355776709049414, 1.6351882111831437, 1.6343331317354077]","[0.31903999999999999, 0.37737999999999999, 0.39173999999999998, 0.41142000000000001, 0.42046, 0.43515999999999999, 0.44475999999999999, 0.45141999999999999, 0.45906000000000002, 0.46357999999999999, 0.46766000000000002, 0.47270000000000001, 0.47361999999999999, 0.47858000000000001, 0.48092000000000001, 0.48283999999999999, 0.48562, 0.48698000000000002, 0.48824000000000001, 0.49075999999999997, 0.49330000000000002, 0.49214000000000002, 0.49484, 0.49684, 0.49636000000000002, 0.49736000000000002, 0.49808000000000002, 0.49925999999999998, 0.50022, 0.49902000000000002]","[2.4750951903492089, 2.2583312513279887, 2.1287049493883838, 2.0153082347637414, 1.9253434446471838, 1.8559058943883484, 1.8024790229271979, 1.7637782499990615, 1.7358033081958106, 1.7134746163989829, 1.6988159115139987, 1.6871019655448358, 1.6796138902945235, 1.6716469365017681, 1.6669690098718044, 1.6615213413095653, 1.6575474120939355, 1.6533820531368846, 1.6509400627361552, 1.6478029478393603, 1.6458412309114767, 1.6433353601717622, 1.6421481490196554, 1.6403800224991021, 1.6386420418949008, 1.6376940850577786, 1.6363308656727096, 1.6355776709049414, 1.6351882111831437, 1.6343331317354077]"
